Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2012,London,Aquatics,Diving,"BOUDIA, David",USA,Men,10M Platform,Gold
2012,London,Aquatics,Diving,"QIU, Bo",CHN,Men,10M Platform,Silver
2012,London,Aquatics,Diving,"DALEY, Thomas",GBR,Men,10M Platform,Bronze
2012,London,Aquatics,Diving,"CHEN, Ruolin",CHN,Women,10M Platform,Gold
2012,London,Aquatics,Diving,"BROBEN, Brittany",AUS,Women,10M Platform,Silver
2012,London,Aquatics,Diving,"PAMG, Pandelela Rinong",MAS,Women,10M Platform,Bronze
2012,London,Aquatics,Diving,"ZAKHAROV, Ilya",RUS,Men,3M Springboard,Gold
2012,London,Aquatics,Diving,"QIN, Kai",CHN,Men,3M Springboard,Silver
2012,London,Aquatics,Diving,"HE, Chong",CHN,Men,3M Springboard,Bronze
2012,London,Aquatics,Diving,"WU, Minxia",CHN,Women,3M Springboard,Gold
2012,London,Aquatics,Diving,"HE, Zi",CHN,Women,3M Springboard,Silver
2012,London,Aquatics,Diving,"SANCHEZ SOTO, Laura",MEX,Women,3M Springboard,Bronze
2012,London,Aquatics,Diving,"CAO, Yuan",CHN,Men,Synchronized 10M,Gold
2012,London,Aquatics,Diving,"ZHANG, Yanquan",CHN,Men,Synchronized 10M,Gold
2012,London,Aquatics,Diving,"GARCIA NAVARRO, Ivan",MEX,Men,Synchronized 10M,Silver
2012,London,Aquatics,Diving,"SANCHEZ, German",MEX,Men,Synchronized 10M,Silver
2012,London,Aquatics,Diving,"BOUDIA, David",USA,Men,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,"MCCRORY, Nicholas",USA,Men,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,"CHEN, Ruolin",CHN,Women,Synchronized 10M,Gold
2012,London,Aquatics,Diving,"WANG, Hao",CHN,Women,Synchronized 10M,Gold
2012,London,Aquatics,Diving,"ESPINOSA, Paola",MEX,Women,Synchronized 10M,Silver
2012,London,Aquatics,Diving,"OROZCO LOZA, Alejandra",MEX,Women,Synchronized 10M,Silver
2012,London,Aquatics,Diving,"BENFEITO, Meaghan",CAN,Women,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,"FILION, Roseline",CAN,Women,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,"LUO, Yutong",CHN,Men,Synchronized 3M,Gold
2012,London,Aquatics,Diving,"QIN, Kai",CHN,Men,Synchronized 3M,Gold
2012,London,Aquatics,Diving,"KUZNETSOV, Evgeny",RUS,Men,Synchronized 3M,Silver
2012,London,Aquatics,Diving,"ZAKHAROV, Ilya",RUS,Men,Synchronized 3M,Silver
2012,London,Aquatics,Diving,"DUMAIS, Troy",USA,Men,Synchronized 3M,Bronze
2012,London,Aquatics,Diving,"IPSEN, Kristian",USA,Men,Synchronized 3M,Bronze
2012,London,Aquatics,Diving,"HE, Zi",CHN,Women,Synchronized 3M,Gold
2012,London,Aquatics,Diving,"WU, Minxia",CHN,Women,Synchronized 3M,Gold
2012,London,Aquatics,Diving,"BRYANT, Kelci",USA,Women,Synchronized 3M,Silver
2012,London,Aquatics,Diving,"JOHNSTON, Abigail",USA,Women,Synchronized 3M,Silver
2012,London,Aquatics,Diving,"ABEL, Jennifer",CAN,Women,Synchronized 3M,Bronze
2012,London,Aquatics,Diving,"HEYMANS, Emilie",CAN,Women,Synchronized 3M,Bronze
2012,London,Aquatics,Marathon swimming,"MELLOULI, Oussama",TUN,Men,10KM,Gold
2012,London,Aquatics,Marathon swimming,"LURZ, Thomas",GER,Men,10KM,Silver
2012,London,Aquatics,Marathon swimming,"WEINBERGER, Richard",CAN,Men,10KM,Bronze
2012,London,Aquatics,Marathon swimming,"RISZTOV, Eva",HUN,Women,10KM,Gold
2012,London,Aquatics,Marathon swimming,"ANDERSON, Haley",USA,Women,10KM,Silver
2012,London,Aquatics,Marathon swimming,"GRIMALDI, Martina",ITA,Women,10KM,Bronze
2012,London,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,100M Backstroke,Gold
2012,London,Aquatics,Swimming,"THOMAN, Nick",USA,Men,100M Backstroke,Silver
2012,London,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,100M Backstroke,Bronze
2012,London,Aquatics,Swimming,"FRANKLIN, Missy",USA,Women,100M Backstroke,Gold
2012,London,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,100M Backstroke,Silver
2012,London,Aquatics,Swimming,"TERAKAWA, Aya",JPN,Women,100M Backstroke,Bronze
2012,London,Aquatics,Swimming,"VAN DER BURGH, Cameron",RSA,Men,100M Breaststroke,Gold
2012,London,Aquatics,Swimming,"SPRENGER, Christian",AUS,Men,100M Breaststroke,Silver
2012,London,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,100M Breaststroke,Bronze
2012,London,Aquatics,Swimming,"MEILUTYTE, Ruta",LTU,Women,100M Breaststroke,Gold
2012,London,Aquatics,Swimming,"SONI, Rebecca",USA,Women,100M Breaststroke,Silver
2012,London,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,100M Breaststroke,Bronze
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,100M Butterfly,Gold
2012,London,Aquatics,Swimming,"KOROTYSHKIN, Evgeny",RUS,Men,100M Butterfly,Silver
2012,London,Aquatics,Swimming,"LE CLOS, Chad",RSA,Men,100M Butterfly,Silver
2012,London,Aquatics,Swimming,"VOLLMER, Dana",USA,Women,100M Butterfly,Gold
2012,London,Aquatics,Swimming,"LU, Ying",CHN,Women,100M Butterfly,Silver
2012,London,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,100M Butterfly,Bronze
2012,London,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,100M Freestyle,Gold
2012,London,Aquatics,Swimming,"MAGNUSSEN, James",AUS,Men,100M Freestyle,Silver
2012,London,Aquatics,Swimming,"HAYDEN, Brent",CAN,Men,100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,100M Freestyle,Gold
2012,London,Aquatics,Swimming,"GERASIMENYA, Aleksandra",BLR,Women,100M Freestyle,Silver
2012,London,Aquatics,Swimming,"TANG, Yi",CHN,Women,100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"SUN, Yang",CHN,Men,1500M Freestyle,Gold
2012,London,Aquatics,Swimming,"COCHRANE, Ryan",CAN,Men,1500M Freestyle,Silver
2012,London,Aquatics,Swimming,"MELLOULI, Oussama",TUN,Men,1500M Freestyle,Bronze
2012,London,Aquatics,Swimming,"CLARY, Tyler",USA,Men,200M Backstroke,Gold
2012,London,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,200M Backstroke,Silver
2012,London,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,200M Backstroke,Bronze
2012,London,Aquatics,Swimming,"FRANKLIN, Missy",USA,Women,200M Backstroke,Gold
2012,London,Aquatics,Swimming,"ZUEVA, Anastasia",RUS,Women,200M Backstroke,Silver
2012,London,Aquatics,Swimming,"BEISEL, Elizabeth",USA,Women,200M Backstroke,Bronze
2012,London,Aquatics,Swimming,"GYURTA, Daniel",HUN,Men,200M Breaststroke,Gold
2012,London,Aquatics,Swimming,"JAMIESON, Michael",GBR,Men,200M Breaststroke,Silver
2012,London,Aquatics,Swimming,"TATEISHI, Ryo",JPN,Men,200M Breaststroke,Bronze
2012,London,Aquatics,Swimming,"SONI, Rebecca",USA,Women,200M Breaststroke,Gold
2012,London,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,200M Breaststroke,Silver
2012,London,Aquatics,Swimming,"EFIMOVA, Iuliia",RUS,Women,200M Breaststroke,Bronze
2012,London,Aquatics,Swimming,"LE CLOS, Chad",RSA,Men,200M Butterfly,Gold
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200M Butterfly,Silver
2012,London,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Men,200M Butterfly,Bronze
2012,London,Aquatics,Swimming,"JIAO, Liuyang",CHN,Women,200M Butterfly,Gold
2012,London,Aquatics,Swimming,"BELMONTE GARCIA, Mireia",ESP,Women,200M Butterfly,Silver
2012,London,Aquatics,Swimming,"HOSHI, Natsumi",JPN,Women,200M Butterfly,Bronze
2012,London,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,200M Freestyle,Gold
2012,London,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,200M Freestyle,Silver
2012,London,Aquatics,Swimming,"SUN, Yang",CHN,Men,200M Freestyle,Silver
2012,London,Aquatics,Swimming,"SCHMITT, Allison",USA,Women,200M Freestyle,Gold
2012,London,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,200M Freestyle,Silver
2012,London,Aquatics,Swimming,"BARRATT, Bronte",AUS,Women,200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200M Medley,Gold
2012,London,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,200M Medley,Silver
2012,London,Aquatics,Swimming,"CSEH, Laszlo",HUN,Men,200M Medley,Bronze
2012,London,Aquatics,Swimming,"YE, Shiwen",CHN,Women,200M Medley,Gold
2012,London,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,200M Medley,Silver
2012,London,Aquatics,Swimming,"LEVERENZ, Caitlin",USA,Women,200M Medley,Bronze
2012,London,Aquatics,Swimming,"SUN, Yang",CHN,Men,400M Freestyle,Gold
2012,London,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,400M Freestyle,Silver
2012,London,Aquatics,Swimming,"VANDERKAAY, Peter",USA,Men,400M Freestyle,Bronze
2012,London,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,400M Freestyle,Gold
2012,London,Aquatics,Swimming,"SCHMITT, Allison",USA,Women,400M Freestyle,Silver
2012,London,Aquatics,Swimming,"ADLINGTON, Rebecca",GBR,Women,400M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,400M Medley,Gold
2012,London,Aquatics,Swimming,"PEREIRA, Thiago",BRA,Men,400M Medley,Silver
2012,London,Aquatics,Swimming,"HAGINO, Kosuke",JPN,Men,400M Medley,Bronze
2012,London,Aquatics,Swimming,"YE, Shiwen",CHN,Women,400M Medley,Gold
2012,London,Aquatics,Swimming,"BEISEL, Elizabeth",USA,Women,400M Medley,Silver
2012,London,Aquatics,Swimming,"LI, Xuanxu",CHN,Women,400M Medley,Bronze
2012,London,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"BERNARD, Alain",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"GILOT, Fabien",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"LEFERT, Clement",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"LEVEAUX, Amaury",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"STRAVIUS, Jeremy",FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"BERENS, Ricky",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"FEIGEN, James",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"JONES, Cullen",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"FESIKOV, Sergei",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"GRECHIN, Andrey",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"IZOTOV, Danila",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LAGUNOV, Evgeny",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LOBINTSEV, Nikita",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"MOROZOV, Vladimir",RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"CAMPBELL, Cate",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"KUKLA, Yolane",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"TRICKETT, Libby",AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,"DEKKER, Inge",NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"HEEMSKERK, Femke",NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"SCHREUDER, Hinkelien",NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"FRANKLIN, Missy",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"HARDY, Jessica",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"NEAL, Lia",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"SCHMITT, Allison",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"WEIR, Amanda",USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"GREVERS, Matthew",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"JONES, Cullen",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"MCGILL, Tyler",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"SHANTEAU, Eric",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"THOMAN, Nick",USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"FUJII, Takuro",JPN,Men,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Men,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"DORSOGNA, Tommaso",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"MAGNUSSEN, James",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"RICKARD, Brenton",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"SPRENGER, Christian",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"STOECKEL, Hayden",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"TARGETT, Matt",AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"BOOTSMA, Rachel",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"DONAHUE, Claire",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"FRANKLIN, Missy",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"HARDY, Jessica",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"LARSON, Breeja",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"SCHMITT, Allison",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"SONI, Rebecca",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"VOLLMER, Dana",USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"JONES, Leisel",AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,"KATO, Yuka",JPN,Women,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"TERAKAWA, Aya",JPN,Women,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"UEDA, Haruka",JPN,Women,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,"BERENS, Ricky",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"DWYER, Conor",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"HOUCHIN, Charlie",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"MCLEAN, Matthew",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"TARWATER, Davis",USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"AGNEL, Yannick",FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"LEFERT, Clement",FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"LEVEAUX, Amaury",FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"MALLET, Gregory",FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"STRAVIUS, Jeremy",FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"DAI, Jun",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"HAO, Yun",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"JIANG, Haiqi",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LI, Yunqi",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LU, Zhiwu",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"SUN, Yang",CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"ANDERSON, Alyssa",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"FRANKLIN, Missy",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"PERDUE, Lauren",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"SCHMITT, Allison",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"VOLLMER, Dana",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"VREELAND, Shannon",USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,"BAINBRIDGE, Angie",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"BARRATT, Bronte",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"COUTTS, Alicia",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"ELMSLIE, Brittany",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"EVANS, Blair",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"NEILSEN, Jade",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"PALMER, Kylie",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,"BALMY, Coralie",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"BONNET, Charlotte",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"ETIENNE, Ophelie-Cyrielle",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"FARRELL, Margaux",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LAZARE, Mylene",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"MUFFAT, Camille",FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,"MANAUDOU, Florent",FRA,Men,50M Freestyle,Gold
2012,London,Aquatics,Swimming,"JONES, Cullen",USA,Men,50M Freestyle,Silver
2012,London,Aquatics,Swimming,"CIELO FILHO, Cesar",BRA,Men,50M Freestyle,Bronze
2012,London,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,50M Freestyle,Gold
2012,London,Aquatics,Swimming,"GERASIMENYA, Aleksandra",BLR,Women,50M Freestyle,Silver
2012,London,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,50M Freestyle,Bronze
2012,London,Aquatics,Swimming,"LEDECKY, Katie",USA,Women,800M Freestyle,Gold
2012,London,Aquatics,Swimming,"BELMONTE GARCIA, Mireia",ESP,Women,800M Freestyle,Silver
2012,London,Aquatics,Swimming,"ADLINGTON, Rebecca",GBR,Women,800M Freestyle,Bronze
2012,London,Aquatics,Synchronized Swimming,"ISHCHENKO, Natalia",RUS,Women,Duet,Gold
2012,London,Aquatics,Synchronized Swimming,"ROMASHINA, Svetlana",RUS,Women,Duet,Gold
2012,London,Aquatics,Synchronized Swimming,"CARBONELL BALLESTERO, Ona",ESP,Women,Duet,Silver
2012,London,Aquatics,Synchronized Swimming,"FUENTES FACHE, Andrea",ESP,Women,Duet,Silver
2012,London,Aquatics,Synchronized Swimming,"HUANG, Xuechen",CHN,Women,Duet,Bronze
2012,London,Aquatics,Synchronized Swimming,"LIU, Ou",CHN,Women,Duet,Bronze
2012,London,Aquatics,Synchronized Swimming,"DAVYDOVA, Anastasia",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"GROMOVA, Maria",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"ISHCHENKO, Natalia",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"KHASYANOVA, Elvira",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"KOROBOVA, Daria",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"PATSKEVICH, Alexandra",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"ROMASHINA, Svetlana",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"SHISHKINA, Alla",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"TIMANINA, Anzhelika",RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,"CHANG, Si",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"CHEN, Xiaojun",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"HUANG, Xuechen",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"JIANG, Tingting",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"JIANG, Wenwen",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"LIU, Ou",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"LUO, Xi",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"SUN, Wenyan",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"WU, Yiwen",CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,"BASIANA CANELLAS, Clara",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"CABELLO RODILLA, Alba",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"CARBONELL BALLESTERO, Ona",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"CRESPI JAUME, Margalida",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"FUENTES FACHE, Andrea",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"HENRIQUEZ TORRES, Thais",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"KLAMBURG ROQUE, Paula",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"MONTRUCCHIO BEAUS, Irene",ESP,Women,Team,Bronze
2012,London,Aquatics,Synchronized Swimming,"PONS ARENAS, Laia",ESP,Women,Team,Bronze
2012,London,Aquatics,Water Polo,"BARAC, Samir",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"BOSKOVIC, Miho",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"BULJUBASIC, Ivan",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"BURIC, Damir",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"BUSLJE, Andro",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"DOBUD, Niksa",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"HINIC, Igor",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"JOKOVIC, Maro",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"MUSLIM, Petar",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"OBRADOVIC, Paulo",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"PAVIC, Josip",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"SUKNO, Sandro",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"VICAN, Frano",CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,"AICARDI, Matteo",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"FELUGO, Maurizio",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"FIGLIOLI, Pietro",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"FIORENTINI, Deni",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"GALLO, Valentino",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"GIACOPPO, Massimo",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"GIORGETTI, Alex",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"GITTO, Niccolo",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"PASTORINO, Giacomo",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"PEREZ, Amaurys",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"PREMUS, Danijel",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"PRESCIUTTI, Christian",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"TEMPESTI, Stefano",ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,"ALEKSIC, Milan",SRB,Men,Water Polo,Bronze
